,year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score
846,2015,JPN,Japan,East Asia,7.697980509,8.206455823999999,6.842924715,7.582453683,9.886540303,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,10.0,10.0,10.0,9.166666667000001,9.684402322999999,10.0,10.0,10.0,10.0,,,5.0,8.944444444,9.816666667,7.92037037,10.0,10.0,,,7.5,,,5.0,,,5.0,7.5,10.0,10.0,8.333333332999999,6.25,10.0,10.0,10.0,9.226190476000001,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.706370086,31.0,4.167647059,4.070482659,7.0,3.0,3.0,3.0,4.55953243,8.469138598999999,6.5652919810000006,8.619151206,8.333333332999999,8.333333332999999,6.329708857999999,7.847784736,8.545197646,7.193052227000001,0.9487179490000001,7.603896561,9.376703986,9.296115395,9.842723956,10.0,9.628885834,9.626666667,9.2,4.303999999999999,7.7102222220000005,5.295359737,8.816571934,7.055965835,10.0,7.004548095,0.7692307690000001,7.080041044,4.951273303,7.42936534,8.0,7.932,9.0,8.310666667000001,8.9,3.7111244269999997,8.291191321,8.0,10.0,10.0,8.150385958,4.344494459,9.333333332999999,9.56263135,7.592852968,7.705236647,8.038367868,7.762819437999999,8.074624021,7.46,41.0,8.083185043
847,2010,IDN,Indonesia,South Asia,4.466666667,4.948771678,4.465449876,4.6,9.825501895,10.0,10.0,7.5,10.0,9.995052038999999,9.499010408,9.0,10.0,,,5.0,8.0,9.108170767,10.0,10.0,5.0,8.333333332999999,5.0,3.333333333,4.166666667,5.922222222,6.247222222,5.44537037,7.5,7.5,7.5,6.666666667,7.083333333,7.5,6.666666667,7.083333333,10.0,10.0,10.0,7.833333333,8.763009648999999,9.958766987999999,4.0,5.0,10.0,10.0,10.0,8.245968091,,,,5.0,,10.0,10.0,,7.5,7.162843205,85.0,7.720588235,9.361580381,7.0,8.0,7.0,7.5,7.895542154,4.33228275,4.529095042,4.9422025000000005,4.166666667,5.0,1.168872561,6.034135412,4.56458075,5.5736370829999995,0.896551724,4.247377398999999,8.659917726,8.31770306,8.97344902,10.0,8.987767452,9.48,8.64,5.5392,7.8864,5.525474833,7.053280543,6.289377687999999,10.0,5.9792404999999995,1.5384615380000002,1.216882054,2.9115280310000005,6.77182643,5.0,9.463157482,10.0,8.154385827,2.233333333,5.278585833,5.4709534170000005,10.0,0.0,5.0,4.663812097,4.279793667,5.454545455,8.218448105,3.950032536,8.151821479,7.01831916,6.178826732999999,6.332341552999999,6.85,77.0,7.0064216020000005
848,2010,CIV,Cote d'Ivoire,Sub-Saharan Africa,2.733333333,5.092279647,3.720247638,3.8,4.948541564,5.0,10.0,2.5,9.836611967,9.872557335,7.44183386,5.5,10.0,,,5.0,6.833333333,6.407902919,0.0,10.0,10.0,6.666666667,7.5,6.666666667,7.083333333,8.111111111,7.727777777999999,7.640740741,5.0,5.0,5.0,6.666666667,5.833333333,7.5,3.333333333,5.416666667,7.5,3.333333333,5.416666667,5.333333333,10.0,10.0,3.0,3.0,10.0,10.0,10.0,8.0,,,,0.0,10.0,10.0,10.0,,5.0,5.8160498039999995,129.0,7.247058824,9.658855586,6.0,3.0,2.0,2.5,6.351478602,1.325824521,2.865097528,3.5441233339999996,2.5,4.166666667,2.4662557780000003,4.259161077,2.347013313,3.090365017,0.793103448,2.646272751,7.81328137,8.753217999,9.664866918,0.0,6.557841572,4.88,7.62,7.2868,6.5956,5.1529747630000005,5.820540444,5.486757604,10.0,6.913301027999999,0.7692307690000001,2.3231384680000002,3.335223422,6.354395256,8.0,9.576482672000001,10.0,9.192160891,6.666666667,5.991332257000001,7.43557921,6.0,7.5681075,1.0,5.776947606,3.5302268939999997,3.1818181819999998,6.925567752999999,2.45455409,4.629354,6.973481854,4.615833796,6.528314097000001,5.69,137.0,5.753024902000001
849,2016,IDN,Indonesia,South Asia,4.182061794,4.506667792,3.54256533,4.077098305,9.801972829,10.0,10.0,7.5,9.971915361,9.973191935,9.489021459,10.0,7.5,5.0,5.0,5.0,7.5,8.930331428999999,10.0,5.0,5.0,6.666666667,,,2.5,6.24,2.8222222219999997,3.8540740739999997,10.0,10.0,,,5.0,,,2.5,,,7.5,7.0,10.0,10.0,4.666666667,5.5,7.5,10.0,5.0,7.523809524,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.25,6.38131246,108.0,7.623529412000001,9.120230308,7.0,8.0,7.0,7.5,7.81093993,5.609980425,4.970558087,6.030970415,4.166666667,4.166666667,3.154432491,6.750077776,5.49102068,5.27679205,0.926829268,4.883138286,9.878061734,9.560352733,9.295,10.0,9.683353617,9.5,8.42,5.892,7.937333333,5.455099742000001,4.257295922,4.856197831999999,10.0,5.749349992000001,1.5384615380000002,8.296923098999999,5.194911543,6.997110677,5.0,9.222164207,10.0,8.074054736,1.1,5.769521395,5.906673272000001,10.0,0.0,5.0,4.629365778,5.100034873,5.1111111110000005,9.145919437,4.8325736919999995,7.645249291,7.674064757999999,6.5848255270000005,6.429415347000001,7.16,65.0,6.77065623
850,2016,BDI,Burundi,Sub-Saharan Africa,,,,2.9614698589999997,7.591791201,5.0,10.0,2.5,7.656177077000001,5.9521544660000005,6.221666309,10.0,7.5,5.0,0.0,2.5,6.666666667,6.8267080589999996,0.0,0.0,5.0,1.6666666669999999,,,5.0,9.3,8.105555556,7.468518519,0.0,0.0,,,2.5,,,2.5,,,2.5,1.5,10.0,10.0,1.6666666669999999,0.75,0.0,0.0,0.0,3.202380952,,5.0,10.0,7.5,0.0,0.0,0.0,10.0,5.833333333,4.414134427,156.0,5.961764706,10.0,2.0,8.0,5.0,6.5,6.115441176,2.0948612680000003,2.9935691760000003,3.376284838,1.7,,2.65461566,8.546312702,3.36015145,4.672147433,0.9024390240000001,3.4954870689999997,8.401181798,8.048301011,8.8924,5.0,7.585470702,8.066666667,7.44,5.1872,6.897955556,3.6662360030000003,1.140264513,2.403250258,10.0,3.887162805,1.5384615380000002,10.0,5.141874781,6.1107701489999995,5.0,0.0,10.0,5.0,10.0,3.659567435,7.405114172999999,8.0,7.755176154,10.0,7.803309627000001,3.431640863,2.666666667,9.515832484,3.304978053,9.755414496,7.399436259,6.012328137000001,6.271879255,5.92,138.0,5.167067213
851,2015,GHA,Ghana,Sub-Saharan Africa,5.122915054,6.109392415,4.713641443999999,5.3153163039999995,9.326481275,10.0,10.0,7.5,10.0,10.0,9.5,9.6,10.0,5.0,5.0,5.0,8.2,9.008827092,10.0,10.0,10.0,10.0,,,7.5,8.955555556,7.505555556,7.987037037,7.5,7.5,,,7.5,,,7.5,,,7.5,7.5,6.3745550170000005,10.0,7.333333333,7.0,10.0,7.5,10.0,8.315412622,,10.0,5.0,7.5,0.0,10.0,5.0,10.0,7.5,7.711280815,56.0,5.229411765,9.63760218,6.0,9.0,5.0,7.0,6.966753486,5.98678112,5.044727623,5.4453125,5.0,4.166666667,3.716264023,8.736181591,6.144781113,5.3405303360000005,0.975609756,5.44184396,6.792861611,9.104642943,6.57098526,5.0,6.8671224539999995,7.286666667,7.42,7.162000000000001,7.289555556,5.796195706000001,3.2461844710000003,4.521190088,10.0,6.349893411,3.8461538460000004,2.54438975,4.2468123360000005,6.514389495,8.0,6.77,,7.385,10.0,5.606910825,6.227861047,8.0,0.0,10.0,6.639128645,4.185374121000001,6.0,9.338273582000001,3.272757494,8.141374836,7.489110871,6.404481817000001,6.809536821,6.52,105.0,7.115640407000001
852,2011,BDI,Burundi,Sub-Saharan Africa,,,,3.880462,8.45635123,10.0,10.0,2.5,8.267633902,9.336540643,8.020834909,10.0,10.0,0.0,0.0,0.0,6.666666667,7.714617602000001,5.0,5.0,5.0,5.0,10.0,10.0,10.0,9.148888889,7.127777778,8.758888889,7.5,7.5,10.0,5.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,8.5,10.0,8.894234405,2.333333333,3.0,7.5,10.0,10.0,7.389652534,,5.0,,5.0,0.0,0.0,0.0,,2.5,6.113624043,123.0,4.7352941180000006,9.49108148,0.0,1.0,,1.0,3.8065938989999997,1.08444437,2.440922294,2.415892993,2.2,,2.65461566,7.705701717,1.616957503,4.400910463,0.8620689659999999,2.853556099,7.866011724,7.716638377000001,8.052,5.0,7.158662525,6.706666667,7.5,5.3,6.502222222,3.838256248,4.609199353999999,4.223727801,10.0,3.454878038,0.0,0.0,1.151626013,5.469394009,5.0,8.608608609,9.0,7.53620287,10.0,4.50359041,7.873930688,6.0,7.755176154,10.0,7.688782875,2.9427807919999998,4.242424242,9.551636022,2.239552025,5.844780055,6.928644547999999,5.291636281000001,6.8388740079999994,5.23,144.0,5.671812021
853,2012,NPL,Nepal,South Asia,4.9,4.2,4.3,4.455555556,9.07124522,10.0,10.0,7.5,9.89150061,9.790234512,9.436347024,10.0,7.5,10.0,10.0,10.0,9.166666667000001,9.22475297,10.0,10.0,5.0,8.333333332999999,7.5,5.0,6.25,9.333333332999999,9.355555556,8.312962963,7.5,7.5,7.5,5.0,6.25,2.5,5.0,3.75,7.5,5.0,6.25,6.25,6.383353662,10.0,4.666666667,3.25,5.0,5.0,5.0,5.614288618,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,7.271135622999999,72.0,8.147058824,9.424617535,7.0,5.0,,5.0,7.39291909,3.8329545,3.281339167,4.101252833,2.6,,3.371598438,8.327689873999999,4.471006667,3.7599105,0.7777777779999999,3.749527998,8.743361647,8.747957957,8.11,0.0,6.400329901,5.66,7.54,5.8672,6.355733333,4.944351333,4.207877269,4.5761143010000005,10.0,3.961217375,0.0,10.0,4.653739125,6.39639669,8.0,9.844684424,7.0,8.281561475,3.333333333,3.7279445,5.247348667,10.0,2.599481826,10.0,5.8180180539999995,3.47967125,4.8888888889999995,9.092264443,3.023720445,8.116018916,6.345759571,5.824387252,6.64132226,6.12,125.0,6.695567811
854,2009,HUN,Hungary,Eastern Europe,7.433333332999999,5.508206757000001,6.389485872000001,6.4,9.441707764,10.0,10.0,7.5,9.933483992000001,10.0,9.486696797999999,9.5,10.0,,,10.0,9.833333332999999,9.587245965,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.577777778,9.444444444,9.674074074,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.666666667,7.75,10.0,10.0,10.0,9.345238095,,,,10.0,10.0,10.0,10.0,,10.0,8.898742708,25.0,3.129411765,4.397235832,10.0,5.0,0.0,2.5,5.006661899,5.063346328,3.4451064689999997,5.593221356,10.0,6.666666667,6.576328444,8.035156776000001,5.380360209,6.709143332999999,0.962962963,6.267231415,9.492971469,9.488479197,9.158178456,10.0,9.534907281,9.44,8.94,6.29,8.223333333,7.709824785,7.593877554,7.6518511689999995,10.0,7.527373087999999,3.8461538460000004,6.416287196,5.929938043,7.951280637000001,10.0,8.42196372,10.0,9.473987907,7.233333332999999,5.144098525,7.513228073,6.0,7.991364798999999,10.0,7.313670788,1.997058508,4.624413146,9.75235657,5.070655083,7.81891865,6.895016568,6.0264030879999995,7.6046872610000005,7.27,43.0,8.084371354
855,2016,NOR,Norway,Western Europe,8.90412555,8.50921782,8.256120568,8.556487979,9.794277909,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.93142597,10.0,10.0,10.0,10.0,,,7.5,8.611111111,6.1111111110000005,7.407407407000001,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,9.333333332999999,9.25,10.0,10.0,10.0,9.797619048,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.342481133,2.0,1.526470588,4.954059491000001,7.0,6.0,3.0,4.5,4.49513252,9.27011013,6.899097362999999,8.611489932000001,10.0,10.0,6.848528697000001,9.121524194,9.154444535,8.199858665,1.0,8.67833928,9.614939733,9.092169639,9.29,10.0,9.499277343,9.9,8.78,0.0,6.226666667000001,5.722955067999999,9.85325506,7.788105064,10.0,6.650182406,4.615384615,7.743794892,6.336453971,7.587806425,10.0,10.0,10.0,10.0,7.233333332999999,3.998122215,4.5774650569999995,4.0,10.0,1.0,5.134820101,5.091474057,7.555555556,9.846743061,7.71305124,9.11622851,9.069625903,8.065446388,7.733422162999999,7.6,25.0,8.471240566
856,2015,ARM,Armenia,Caucasus & Central Asia,,,,4.6799897139999995,8.97152848,10.0,10.0,7.5,10.0,9.931435232,9.486287046000001,10.0,5.0,10.0,10.0,10.0,8.333333332999999,8.930382952999999,5.0,5.0,10.0,6.666666667,,,5.0,8.555555556,5.555555556,6.37037037,7.5,7.5,,,5.0,,,5.0,,,7.5,6.5,10.0,10.0,3.333333333,4.25,7.5,7.5,7.5,7.154761905,7.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,6.871773061,87.0,7.5352941179999995,7.748532262,8.0,5.0,5.0,5.0,7.070956595,3.604283587,4.040783122,5.482346623,5.833333333,5.0,5.196692523,9.80196309,5.675675869,7.365155344,1.0,5.777803721000001,9.53589504,9.134324075,9.254682793999999,10.0,9.481225477999999,9.113333333,8.78,8.3896,8.760977777999999,6.14148033,8.466278563,7.303879447000001,10.0,5.332246787,5.384615385,10.0,6.905620723999999,8.242619487,10.0,6.987,10.0,8.995666667,5.566666667000001,6.014432176000001,7.36822549,10.0,8.992707249,0.0,6.32367193,4.573262229,5.777777778,9.862479853,4.3994616010000005,9.5480102,6.491480816,6.775412079,7.364916892,7.59,29.0,7.23088653
857,2008,MDG,Madagascar,Sub-Saharan Africa,4.3,5.349744945,4.949091644,4.9,6.329102591,10.0,10.0,2.5,10.0,10.0,8.5,10.0,10.0,,,10.0,10.0,8.27636753,10.0,10.0,10.0,10.0,7.5,3.333333333,5.416666667,9.844444444,8.516666667,7.925925926000001,7.5,5.0,5.0,3.333333333,4.166666667,10.0,3.333333333,6.666666667,10.0,3.333333333,6.666666667,6.0,10.0,10.0,5.333333333,4.5,10.0,10.0,10.0,8.547619048,,,,0.0,10.0,10.0,10.0,,5.0,7.04144638,83.0,8.355882353,9.346049046000001,6.0,9.0,5.0,7.0,7.67548285,3.0005985139999996,3.1964708330000002,3.965739063,1.6666666669999999,4.166666667,2.423722901,5.412957424,4.199019755,4.008304463,0.666666667,2.966680212,8.959439777,8.545486155,8.155275927,5.0,7.665050465,4.993333333,7.5,7.5,6.664444444,5.415122954,6.780352505,6.097737728999999,10.0,4.836487321,3.0,0.0,2.61216244,6.343586154,5.0,8.338974824,6.0,6.446324941,1.1,5.458201985,6.873436997000001,6.0,7.218812797999999,1.0,4.60840863,3.2774457480000003,5.348484848,9.70130257,3.49880607,6.87467249,7.74692538,6.074606183999999,5.709779919,6.07,107.0,6.55572319
858,2015,EST,Estonia,Eastern Europe,8.002189362000001,7.70405002,7.02289926,7.576379547,8.722745246,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.574248415,10.0,10.0,10.0,10.0,,,7.5,9.555555556,8.1,8.385185185,10.0,7.5,,,10.0,,,10.0,,,10.0,9.5,10.0,10.0,8.333333332999999,9.0,10.0,10.0,10.0,9.619047619,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.963080271,21.0,3.511764706,6.061366018999999,7.0,10.0,4.0,7.0,5.8932826810000005,7.85616258,5.7163042939999995,7.572090529,8.333333332999999,6.666666667,5.930983003,9.504907725,8.449612458999999,7.556614777,1.0,7.509630596,8.506209755,9.542467824,9.908646669,10.0,9.489331062,9.100559738,8.98,8.6332,8.904586579,6.5848936810000005,9.919527094,8.252210387,10.0,7.86341863,5.384615385,7.743794892,6.997276302,8.538518317000001,10.0,10.0,10.0,10.0,6.666666667,6.105921165,8.742427246,4.0,9.251725385,3.0,6.294456744,5.142669989,9.555555556,9.821569407,6.929838875,9.255622592,9.058416577000001,8.293945499,8.196134081,7.93,10.0,8.446540136
859,2015,PAN,Panama,Latin America & the Caribbean,5.538654421,4.838106261,2.8765764689999997,4.41777905,5.495369527,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.498456509,10.0,10.0,10.0,10.0,,,10.0,9.288888888999999,6.155555556,8.481481481,10.0,10.0,,,7.5,,,7.5,,,7.5,8.5,10.0,10.0,4.333333333,5.5,10.0,10.0,10.0,8.547619048,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,7.706968943,57.0,6.579411765,8.555858311,8.0,9.0,4.0,6.5,7.408817518999999,3.107651273,3.4022906969999998,6.517225432,8.333333332999999,5.0,2.985719478,8.785860187,6.144067446,5.8610829110000005,0.9487179490000001,5.427962303999999,9.725460043,7.7130595689999994,9.974894771,10.0,9.353353596,8.937144951,8.64,6.1104,7.8958483170000004,6.379191416,8.899412948,7.639302182000001,10.0,7.915290845,10.0,10.0,9.305096948,8.710061862,8.0,9.329,10.0,9.109666667,2.233333333,4.191528081,5.9306305870000005,4.0,4.128922248,10.0,5.080735708,4.591523911,7.333333333,9.746974907,3.895267258,9.317621509,5.325710863,6.70173863,6.964047002,7.57,30.0,7.638484471
860,2016,DNK,Denmark,Western Europe,9.273487606,8.619285892999999,8.168528987,8.687100828,9.607727447,10.0,10.0,10.0,9.941806433,9.89525158,9.967411603,10.0,10.0,10.0,10.0,10.0,10.0,9.858379682999999,10.0,10.0,10.0,10.0,,,10.0,7.74,5.366666667,7.7022222220000005,10.0,10.0,,,10.0,,,7.5,,,10.0,9.5,10.0,10.0,9.333333332999999,8.5,10.0,10.0,10.0,9.69047619,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.325639969,4.0,1.505882353,4.53071545,8.0,3.0,2.0,2.5,4.134149451,8.569609323,5.976064206,8.181675275,10.0,10.0,5.393731648999999,9.727176307999999,7.924672762999999,6.92485094,1.0,8.077531163,9.847807722,9.656597207,9.95,10.0,9.863601232,9.0,8.96,6.8384,8.266133332999999,6.451179982,9.963313765,8.207246872999999,10.0,7.451079687000001,6.923076922999999,7.743794892,7.372650501,8.461507677,10.0,9.308721526,10.0,9.769573842,10.0,7.04725504,5.853713353,8.0,10.0,3.0,7.316828066,4.15986379,7.1111111110000005,9.841581517,7.723445892000001,9.873388041,8.542787559,7.875362985,8.320588297999999,7.77,16.0,8.547819985
861,2013,PNG,Pap. New Guinea,Oceania,,,,3.9416620000000004,6.861761499,10.0,10.0,7.5,10.0,10.0,9.5,10.0,7.5,5.0,5.0,5.0,7.5,7.953920500000001,10.0,10.0,10.0,10.0,,,,5.6111111110000005,4.766666667,5.188888888999999,,,,,,,,,,,,,10.0,10.0,8.0,6.75,,,,8.6875,,5.0,10.0,7.5,0.0,10.0,5.0,10.0,7.5,6.895944236,88.0,3.095230112,9.116076293999999,8.0,5.0,5.0,5.0,6.3028266020000006,8.757536129,3.8,8.271760172,7.5,4.166666667,1.010607601,6.96282759,8.406589376,7.7746868010000005,0.8857142859999999,5.93483255,8.297033019,8.143825267999999,9.007936508,5.0,7.6121986989999995,6.613333333,9.06,5.676,7.116444444,5.901207981000001,6.3628904770000005,6.132049229,10.0,,7.692307692000001,7.080041044,7.386174368,7.65866701,10.0,6.259683825,9.0,8.419894608,7.766666667000001,2.848815456,4.511254376,10.0,7.006901537999999,10.0,7.022273006,4.284311142,4.666666667,8.099337175,,7.3760582370000005,7.679669421,6.421208527999999,7.287792047999999,6.96,77.0,6.927972118
862,2009,THA,Thailand,South Asia,6.433333332999999,4.320854545,5.927417274,5.6,7.785348905,5.0,9.312220157,5.0,8.654343785,8.624440314,7.318200851,10.0,10.0,,,10.0,10.0,8.367849919,10.0,10.0,10.0,10.0,7.5,10.0,8.75,9.177777778,6.988888889,8.305555556,7.5,10.0,7.5,6.666666667,7.083333333,7.5,6.666666667,7.083333333,10.0,10.0,10.0,8.333333332999999,10.0,10.0,4.333333333,3.25,10.0,6.666666667,3.333333333,6.797619048,,,,10.0,10.0,10.0,10.0,,10.0,7.835613273,54.0,6.038532895,9.294134265,6.0,7.0,7.0,7.0,7.08316679,5.533049598,5.122452615,4.852288552,5.833333333,4.166666667,6.107323985,8.548743205,4.647054828,5.988911621000001,0.9259259259999999,5.435372158,8.96828511,9.533650267999999,9.830856782,0.0,7.08319804,9.553333333,8.02,4.7332,7.435511111,5.97412769,8.179025602000001,7.076576646,10.0,5.991336109,1.538,1.216882054,2.915406055,6.8568734529999995,8.0,8.86830598,10.0,8.956101992999999,6.666666667,5.810158207000001,6.338596747,10.0,5.364687997,0.0,5.6966849360000005,4.341519667,4.746376812,8.916645971,4.846257284,8.357828106,7.040737812000001,6.374894275,7.0092270679999995,6.69,83.0,7.262806637000001
863,2013,EST,Estonia,Eastern Europe,8.2,7.2,7.2,7.549206348999999,8.426102485,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.475367495,10.0,10.0,10.0,10.0,5.0,10.0,7.5,9.444444444,8.144444444,8.362962963,10.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.166666667000001,10.0,10.0,8.333333332999999,9.0,10.0,10.0,10.0,9.619047619,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.971011186,19.0,3.7941176469999998,6.593933801,7.0,9.0,4.0,6.5,5.972012862000001,7.780676278,5.5148624889999995,6.970814277000001,8.333333332999999,6.666666667,5.930983003,9.537778849,7.105797377999999,7.512012284,1.0,7.2614360620000005,6.318749372999999,9.277274008,9.442300641000001,10.0,8.759581006,9.64,8.9,6.216,8.252,6.380693174,9.349321697999999,7.865007436,10.0,7.537830082999999,5.384615385,7.743794892,6.8887467870000005,8.251438556,10.0,9.857137235,10.0,9.952379078,6.666666667,6.320417772000001,8.608103905,4.0,9.251725385,3.0,6.307818955,5.461327063,9.555555556,9.780239285,7.549448471,9.239127476,9.092044556,8.446290401,8.235496145,7.7,15.0,8.335505592999999
864,2015,SRB,Serbia,Eastern Europe,5.605341677999999,4.641978386,3.399898395,4.54907282,9.530011479,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,5.0,10.0,7.5,9.166666667000001,9.398892715,10.0,10.0,10.0,10.0,,,10.0,9.066666667,7.966666667,9.011111111,7.5,7.5,,,7.5,,,7.5,,,10.0,8.0,10.0,10.0,6.0,4.75,10.0,10.0,10.0,8.678571429,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,7.980959638,48.0,6.517647059,3.689298472,8.0,10.0,5.0,7.5,6.426736383,2.984977365,2.84651353,3.654882272,6.666666667,5.833333333,3.1999457319999998,8.682724548,4.545454582,5.618686954,1.0,4.892576109,7.9804215439999995,8.680717297000001,9.721528356,5.0,7.845666799,9.266666667,8.52,7.1584,8.315022222,5.010942916,9.76508969,7.388016303,10.0,5.199494978,1.5384615380000002,6.969415402999999,4.569123973,7.568040625,8.0,7.1579999999999995,9.0,8.052666667,2.233333333,4.338383834,7.1767678660000005,10.0,7.505751282,10.0,6.875706052000001,2.399848719,6.0,9.707605249,3.493724688,8.369229814,7.472296882,6.240450892,7.056274537,6.76,89.0,7.370479819
865,2014,UGA,Uganda,Sub-Saharan Africa,2.284876882,4.772291796,3.3906182210000004,3.4825956330000003,5.392618579,5.0,2.583691878,5.0,10.0,10.0,6.516738376,9.9,7.5,5.0,5.0,5.0,7.466666667,6.458674541000001,10.0,10.0,5.0,8.333333332999999,,,10.0,8.495555556000001,6.9916666670000005,8.495740741,7.5,5.0,,,2.5,,,10.0,,,10.0,7.0,10.0,10.0,3.666666667,4.25,10.0,10.0,7.5,7.916666667,,5.0,5.0,5.0,0.0,0.0,0.0,10.0,5.0,6.159891618,116.0,8.655882352999999,10.0,8.0,5.0,3.0,4.0,7.663970588,4.01716101,4.519907012,4.818634125,3.333,5.832999999999999,4.87,8.351582808,4.540469431,4.108057154,0.914285714,4.7210339260000005,9.237153882000001,6.452720601,9.142358147000001,10.0,8.708058158,8.453333333,7.46,5.2248,7.046044444,5.435860883999999,2.667477541,4.051669212,10.0,7.932613132999999,8.461538462,10.0,8.798050532000001,7.473941047,10.0,8.378,9.0,9.126,10.0,7.079253701,8.650396279,8.0,10.0,10.0,8.954941663,4.526752292,3.5555555560000003,8.718526349,2.769353176,8.308704716,7.657250768,5.9226904760000005,8.001210712999999,7.31,57.0,6.734945809
866,2016,QAT,Qatar,Middle East & North Africa,,,,6.54629556,9.848383963,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,0.0,0.0,0.0,5.833333333,8.560572432,5.0,5.0,0.0,3.333333333,,,2.5,8.611111111,2.961111111,4.690740741,0.0,2.5,,,0.0,,,0.0,,,10.0,2.5,10.0,10.0,3.0,3.25,7.5,7.5,7.5,6.964285714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.525552977,134.0,0.0,9.613647987,,10.0,10.0,10.0,6.537882662,7.171345552000001,7.252928813,7.658549945,6.666666667,8.333333332999999,4.85642951,9.655696541000001,8.861652215,9.022358257999999,0.615384615,6.235291357,9.745660927000001,5.5485857670000005,9.4249,10.0,8.679786672999999,9.313333333,9.06,6.9356,8.436311111,7.157215277000001,7.458585322999999,7.3079003,10.0,5.842584769,4.615384615,4.093148729,4.850372704,7.648646029,,10.0,10.0,10.0,10.0,6.785507997000001,8.212822277999999,4.0,4.819637278,5.0,6.4696612589999996,6.140569052000001,7.777777778,9.641471293,8.173984607000001,9.970186985,9.540417615,8.540734555,8.336798605,7.49,38.0,6.507776487999999
